ÓÒ¹ÉÖ±¼¡	ÓÒ¹É¶þÍ·¼¡	×óëÖÇ°¼¡	ÓÒëÖÇ°¼¡	×óëè³¦¼¡	×ó¹ÉÖ±¼¡	×ó¹É¶þ	ÓÒëè³¦¼¡	
-29.6	-128.0	-100.9	-56.7	-14.8	-661.8	17.1	-27.1	
-14.8	-51.7	-83.7	-56.7	-2.5	-656.9	4.8	-19.8	
-17.3	-93.6	-51.7	-76.3	19.6	-649.5	7.3	-22.2	
-9.9	-76.3	-44.4	-96.0	22.1	-632.3	-9.9	-22.2	
2.4	-19.8	-46.8	-66.5	9.8	-592.9	-34.5	-19.8	
-2.5	-78.8	-19.8	-46.8	17.1	-568.3	-54.2	-17.3	
-12.4	-61.6	12.2	-27.1	31.9	-533.9	-69.0	9.8	
-27.1	-51.7	39.3	-34.5	22.1	-504.4	-64.0	4.8	
-19.8	-98.5	24.5	-32.1	17.1	-469.9	-61.6	-9.9	
-5.0	-201.8	31.9	-9.9	12.2	-452.7	-69.0	-19.8	
-0.1	-223.9	54.0	-2.5	9.8	-420.7	-59.1	-27.1	
-5.0	-192.0	49.1	-14.8	17.1	-398.6	-78.8	-22.2	
17.1	-155.1	54.0	-27.1	17.1	-369.1	-73.9	-22.2	
9.8	-118.2	22.1	-46.8	-0.1	-351.9	-86.2	-22.2	
2.4	-64.0	2.4	-32.1	9.8	-334.6	-56.7	-22.2	
-0.1	63.9	-7.5	-24.7	4.8	-307.6	-12.4	-29.6	
9.8	142.6	-41.9	-29.6	-0.1	-285.4	9.8	-24.7	
-12.4	152.4	-61.6	-17.3	-2.5	-258.4	46.7	-9.9	
-22.2	125.4	-59.1	-19.8	4.8	-238.7	88.5	-12.4	
-32.1	115.5	-81.3	-34.5	-0.1	-226.4	93.4	-17.3	
-37.0	110.6	-91.1	-19.8	9.8	-206.7	76.2	-14.8	
-46.8	118.0	-69.0	-27.1	22.1	-174.7	71.3	-17.3	
-56.7	140.1	-56.7	-24.7	22.1	-142.8	78.6	-12.4	
-78.8	95.9	-32.1	-22.2	19.6	-105.9	122.9	-17.3	
-73.9	63.9	-34.5	-7.5	34.4	-78.8	147.5	-17.3	
-54.2	76.2	-14.8	-5.0	27.0	-69.0	179.5	-5.0	
-51.7	100.8	7.3	-19.8	22.1	-76.3	216.4	2.4	
-39.4	132.8	9.8	-34.5	27.0	-64.0	233.6	-2.5	
-29.6	213.9	39.3	-44.4	19.6	-59.1	250.8	-12.4	
-22.2	250.8	41.7	-49.3	14.7	-29.6	265.6	-17.3	
-12.4	191.8	54.0	-51.7	4.8	-0.1	297.6	-14.8	
4.8	110.6	39.3	-44.4	-9.9	44.2	275.4	-19.8	
27.0	103.2	31.9	-37.0	12.2	78.6	255.8	-17.3	
12.2	81.1	29.4	-5.0	4.8	118.0	243.5	-19.8	
-37.0	110.6	12.2	-2.5	7.3	164.7	223.8	-24.7	
-76.3	132.8	24.5	2.4	17.1	201.6	199.2	-17.3	
-103.4	206.6	22.1	-7.5	12.2	236.1	194.3	-5.0	
-135.4	258.2	4.8	-24.7	12.2	268.1	223.8	-7.5	
-140.3	174.6	14.7	-51.7	17.1	305.0	231.2	-9.9	
-135.4	95.9	-46.8	-51.7	19.6	344.3	243.5	-12.4	
-100.9	103.2	-86.2	-37.0	19.6	381.2	243.5	-22.2	
-49.3	110.6	-86.2	-29.6	27.0	420.6	211.5	-17.3	
-19.8	191.8	-145.2	-37.0	12.2	464.9	177.0	-14.8	
2.4	241.0	-145.2	-37.0	17.1	523.9	177.0	-14.8	
9.8	250.8	-54.2	-44.4	22.1	538.7	162.3	-9.9	
17.1	285.3	-37.0	-27.1	22.1	573.1	179.5	-9.9	
14.7	268.1	-29.6	-19.8	22.1	592.8	169.7	-5.0	
9.8	204.1	4.8	-32.1	31.9	612.5	152.4	-14.8	
-14.8	186.9	34.4	-19.8	49.1	605.1	140.1	-14.8	
-49.3	182.0	44.2	-19.8	41.7	602.6	86.0	-7.5	
-59.1	211.5	46.7	-5.0	24.5	619.8	36.8	-5.0	
-61.6	172.1	56.5	12.2	9.8	607.5	19.6	-17.3	
-66.5	137.7	81.1	17.1	4.8	607.5	14.7	-19.8	
-54.2	105.7	54.0	17.1	2.4	587.9	2.4	-19.8	
-64.0	76.2	24.5	-14.8	9.8	570.6	-29.6	-5.0	
-71.4	63.9	17.1	-0.1	-2.5	555.9	-7.5	-5.0	
-86.2	83.6	-17.3	-49.3	2.4	541.1	-5.0	-14.8	
-115.7	95.9	-69.0	-91.1	4.8	516.5	2.4	-22.2	
-118.2	39.3	-78.8	-46.8	14.7	484.5	-2.5	-19.8	
-100.9	56.5	-113.2	-22.2	12.2	455.0	27.0	-12.4	
-86.2	61.4	-113.2	-17.3	17.1	398.4	41.7	4.8	
-98.5	63.9	-73.9	-24.7	19.6	376.3	66.3	19.6	
-103.4	73.7	-66.5	-32.1	14.7	349.2	90.9	-19.8	
-98.5	61.4	-22.2	-66.5	19.6	334.5	100.8	-24.7	
-113.2	19.6	-0.1	-59.1	12.2	324.6	98.3	-32.1	
-120.6	24.5	7.3	-59.1	24.5	307.4	105.7	-24.7	
-130.5	-39.4	44.2	-49.3	17.1	292.7	98.3	7.3	
-155.1	-54.2	81.1	-54.2	7.3	273.0	103.2	29.4	
-194.4	-9.9	90.9	-41.9	22.1	260.7	108.2	24.5	
-233.8	103.2	103.2	-29.6	9.8	253.3	90.9	12.2	
-243.6	81.1	93.4	-22.2	4.8	250.8	56.5	-17.3	
-233.8	73.7	81.1	-14.8	-7.5	223.8	41.7	-14.8	
-189.5	115.5	36.8	-14.8	-17.3	194.3	54.0	17.1	
-130.5	29.4	2.4	-24.7	-12.4	145.1	36.8	24.5	
-96.0	31.9	-56.7	-27.1	-22.2	113.1	39.3	-5.0	
-34.5	66.3	-103.4	-54.2	-37.0	71.3	29.4	-14.8	
12.2	105.7	-152.6	-96.0	-24.7	14.7	27.0	-76.3	
76.2	182.0	-125.5	-93.6	-17.3	-24.7	9.8	-9.9	
100.8	182.0	-88.6	-64.0	-19.8	-56.7	-9.9	2.4	
108.2	189.3	-71.4	-81.3	-9.9	-110.8	-2.5	22.1	
122.9	189.3	-51.7	-56.7	-17.3	-142.8	-19.8	-46.8	
130.3	209.0	-34.5	-46.8	-5.0	-194.4	-34.5	-7.5	
90.9	157.4	-7.5	-37.0	-7.5	-238.7	4.8	36.8	
41.7	196.7	22.1	-22.2	-5.0	-270.7	4.8	24.5	
27.0	253.3	24.5	-14.8	12.2	-312.5	14.7	22.1	
12.2	295.1	63.9	4.8	7.3	-342.0	7.3	19.6	
-17.3	319.7	83.6	4.8	-0.1	-366.6	-9.9	-27.1	
-22.2	336.9	95.9	-44.4	4.8	-408.4	-34.5	-69.0	
-56.7	351.7	81.1	-66.5	-0.1	-435.5	-51.7	-49.3	
-98.5	378.8	76.2	-81.3	-9.9	-469.9	-76.3	44.2	
-147.7	388.6	46.7	-71.4	-9.9	-501.9	-91.1	-39.4	
-189.5	413.2	24.5	-29.6	-2.5	-526.5	-81.3	-115.7	
-211.6	462.4	2.4	-49.3	-9.9	-565.9	-86.2	34.4	
-204.3	482.1	-37.0	-49.3	-7.5	-607.7	-123.1	78.6	
-167.4	494.4	-51.7	-34.5	-27.1	-639.7	-135.4	-27.1	
-120.6	511.6	-71.4	-17.3	-46.8	-656.9	-145.2	-19.8	
-66.5	474.7	-78.8	-34.5	-34.5	-691.3	-187.0	-19.8	
-17.3	464.9	-103.4	-44.4	-24.7	-723.3	-231.3	-69.0	
41.7	430.4	-96.0	-27.1	-32.1	-745.5	-246.1	-66.5	
78.6	371.4	-123.1	-0.1	-19.8	-772.5	-255.9	-19.8	
86.0	295.1	-113.2	-17.3	-12.4	-811.9	-251.0	24.5	
130.3	241.0	-113.2	-46.8	-19.8	-853.7	-258.4	-27.1	
191.8	174.6	-100.9	-54.2	-0.1	-880.8	-265.8	-91.1	
236.1	98.3	-49.3	-51.7	4.8	-912.7	-241.2	-22.2	
270.5	44.2	-19.8	-41.9	12.2	-932.4	-182.1	34.4	
314.8	-39.4	22.1	-19.8	12.2	-964.4	-135.4	36.8	
336.9	-100.9	29.4	7.3	9.8	-981.6	-115.7	31.9	
386.1	-164.9	49.1	-17.3	9.8	-1006.2	-115.7	-5.0	
472.2	-219.0	49.1	4.8	9.8	-1048.0	-137.8	39.3	
521.4	-278.1	61.4	4.8	-0.1	-1087.4	-167.4	-46.8	
551.0	-332.2	59.0	-64.0	-7.5	-1112.0	-174.7	-248.5	
602.6	-391.2	24.5	-125.5	-12.4	-1146.4	-182.1	-160.0	
691.2	-452.7	27.0	-155.1	-14.8	-1198.1	-167.4	-115.7	
772.4	-511.8	9.8	12.2	-9.9	-1215.3	-157.5	-152.6	
811.7	-558.5	-24.7	137.7	-27.1	-1227.6	-142.8	-184.6	
865.8	-607.7	-46.8	157.4	-22.2	-1249.8	-123.1	-66.5	
920.0	-659.4	-64.0	46.7	-22.2	-1257.1	-108.3	56.5	
969.2	-684.0	-56.7	-91.1	-27.1	-1262.1	-118.2	108.2	
1025.7	-713.5	-54.2	-401.1	-19.8	-989.0	-118.2	59.0	
1057.7	-728.2	-71.4	-472.4	-24.7	-300.2	-105.9	-69.0	
1104.5	-760.2	-64.0	-260.8	-27.1	322.2	-98.5	-17.3	
1134.0	-779.9	-41.9	-209.2	-19.8	725.6	-59.1	140.1	
1168.4	-770.1	-49.3	-164.9	-19.8	979.0	-37.0	59.0	
1207.8	-775.0	-29.6	-93.6	-17.3	1136.4	4.8	-5.0	
1215.2	-708.6	-0.1	-100.9	-22.2	1249.6	39.3	157.4	
1227.5	-679.0	19.6	-115.7	-19.8	1343.1	36.8	204.1	
1232.4	-669.2	54.0	-59.1	-17.3	1407.0	44.2	142.6	
1259.4	-659.4	59.0	-9.9	-24.7	1434.1	66.3	4.8	
1286.5	-592.9	49.1	83.6	-27.1	1434.1	76.2	-24.7	
1296.3	-501.9	46.7	147.5	-34.5	1412.0	73.7	-54.2	
1286.5	-388.8	36.8	105.7	-24.7	1382.4	63.9	-100.9	
1254.5	-287.9	27.0	56.5	-41.9	1343.1	61.4	9.8	
1185.6	-226.4	44.2	-110.8	-41.9	1274.2	49.1	44.2	
1102.0	-192.0	34.4	-59.1	-37.0	1212.7	49.1	159.8	
1028.2	-135.4	9.8	4.8	-51.7	1161.0	61.4	120.5	
988.8	-105.9	-37.0	12.2	-39.4	1089.7	73.7	-37.0	
907.7	-113.2	-66.5	-54.2	-44.4	1018.4	63.9	-128.0	
794.5	-132.9	-69.0	-34.5	-39.4	942.1	59.0	-145.2	
676.4	-150.1	-51.7	-12.4	-34.5	888.0	46.7	-0.1	
600.2	-123.1	-69.0	71.3	-24.7	824.0	31.9	-17.3	
531.3	-73.9	-71.4	27.0	-32.1	760.1	39.3	-64.0	
462.4	-39.4	-37.0	61.4	-27.1	705.9	44.2	-51.7	
391.1	-24.7	-44.4	49.1	-17.3	664.1	22.1	-14.8	
287.7	-91.1	-39.4	7.3	-29.6	614.9	44.2	81.1	
189.3	-152.6	-22.2	19.6	-32.1	551.0	61.4	137.7	
98.3	-214.1	-2.5	113.1	-17.3	499.3	49.1	90.9	
-32.1	-226.4	29.4	100.8	-0.1	420.6	46.7	-14.8	
-157.5	-214.1	66.3	110.6	9.8	368.9	39.3	-147.7	
-307.6	-196.9	51.6	31.9	-9.9	332.0	49.1	-150.1	
-457.6	-145.2	66.3	2.4	-32.1	307.4	46.7	-98.5	
-602.8	-118.2	93.4	103.2	-54.2	275.4	29.4	-73.9	
-750.4	-132.9	61.4	83.6	-17.3	216.4	24.5	-12.4	
-907.8	-123.1	-22.2	76.2	-14.8	179.5	19.6	9.8	
-1077.6	-140.3	-64.0	51.6	-22.2	125.4	7.3	-49.3	
-1220.2	-172.3	-69.0	4.8	-24.7	81.1	7.3	-51.7	
-1365.4	-201.8	-86.2	-66.5	-46.8	41.7	9.8	-152.6	
-1508.1	-258.4	-91.1	9.8	-51.7	29.4	9.8	-342.0	
-1599.1	-278.1	-49.3	-56.7	-44.4	4.8	-0.1	-386.3	
-1643.4	-315.0	-46.8	-34.5	-27.1	-14.8	-2.5	-305.1	
-1675.3	-346.9	-56.7	17.1	-12.4	-39.4	-0.1	56.5	
-1665.5	-356.8	-96.0	-37.0	-5.0	-59.1	4.8	270.5	
-1668.0	-369.1	-120.6	-81.3	7.3	-61.6	19.6	273.0	
-1618.8	-391.2	-86.2	-19.8	-14.8	-66.5	31.9	159.8	
-1559.7	-383.8	-51.7	145.1	-24.7	-71.4	54.0	108.2	
-1485.9	-359.2	-41.9	238.5	-0.1	-81.3	54.0	81.1	
-1370.3	-297.7	-22.2	204.1	-2.5	-73.9	59.0	22.1	
-1232.5	-246.1	24.5	-49.3	-9.9	-83.7	68.8	44.2	
-1067.7	-179.7	66.3	-41.9	-17.3	-83.7	81.1	-51.7	
-937.3	-125.5	44.2	-22.2	-2.5	-81.3	105.7	-167.4	
-836.5	-66.5	29.4	118.0	-7.5	-88.6	110.6	-172.3	
-715.9	-2.5	2.4	78.6	4.8	-98.5	110.6	-5.0	
-620.0	86.0	14.7	-17.3	12.2	-98.5	115.5	157.4	
-556.0	179.5	34.4	-44.4	4.8	-88.6	115.5	270.5	
-529.0	273.0	17.1	22.1	7.3	-86.2	113.1	209.0	
-514.2	349.2	-34.5	118.0	-22.2	-83.7	110.6	31.9	
-526.5	410.7	-86.2	108.2	-32.1	-83.7	122.9	-108.3	
-511.8	474.7	-88.6	-120.6	-17.3	-61.6	110.6	-162.4	
-506.8	551.0	-81.3	-199.3	-0.1	-56.7	110.6	-248.5	
-590.5	612.5	-96.0	-177.2	-2.5	-41.9	103.2	-174.7	
-696.3	651.8	-110.8	-135.4	4.8	-22.2	113.1	68.8	
-802.0	674.0	-115.7	-236.2	7.3	-32.1	105.7	213.9	
-841.4	718.2	-91.1	-91.1	2.4	-34.5	115.5	150.0	
-733.2	750.2	-83.7	14.7	4.8	-41.9	120.5	-164.9	
-561.0	772.4	-46.8	14.7	24.5	-32.1	122.9	-221.5	
-383.8	737.9	-29.6	-37.0	12.2	-39.4	122.9	24.5	
-231.3	683.8	7.3	-54.2	24.5	-32.1	113.1	-5.0	
-108.3	587.9	31.9	22.1	24.5	-34.5	125.4	-76.3	
-24.7	467.3	46.7	17.1	2.4	-46.8	120.5	27.0	
56.5	332.0	49.1	-132.9	-9.9	-61.6	125.4	-177.2	
125.4	196.7	36.8	-295.3	-34.5	-46.8	115.5	-182.1	
103.2	95.9	41.7	-273.1	-7.5	-46.8	86.0	93.4	
68.8	54.0	17.1	-233.8	17.1	-66.5	63.9	231.2	
17.1	-5.0	-5.0	-201.8	9.8	-76.3	49.1	122.9	
-41.9	-71.4	-17.3	-93.6	2.4	-100.9	34.4	46.7	
-66.5	-157.5	-27.1	-93.6	12.2	-120.6	9.8	4.8	
-110.8	-211.6	-46.8	-56.7	-0.1	-132.9	-12.4	-115.7	
-152.6	-251.0	-32.1	-27.1	-12.4	-145.2	-37.0	-319.9	
-189.5	-278.1	-32.1	-51.7	-39.4	-167.4	-56.7	-76.3	
-233.8	-332.2	-41.9	-69.0	-39.4	-172.3	-81.3	142.6	
-270.7	-386.3	-37.0	24.5	-41.9	-189.5	-78.8	189.3	
-287.9	-398.6	-29.6	29.4	-39.4	-216.6	-71.4	147.5	
-319.9	-440.4	19.6	-91.1	-51.7	-221.5	-64.0	76.2	
-342.0	-465.0	-17.3	-41.9	-29.6	-211.6	-59.1	24.5	
-361.7	-442.9	-9.9	22.1	-17.3	-216.6	-27.1	-169.8	
-371.5	-386.3	44.2	34.4	-14.8	-199.3	-9.9	-258.4	
-378.9	-315.0	88.5	17.1	-14.8	-196.9	9.8	-356.8	
-393.7	-280.5	56.5	-29.6	-17.3	-179.7	22.1	-209.2	
-366.6	-231.3	-39.4	-81.3	-12.4	-164.9	22.1	-108.3	
-322.3	-189.5	-81.3	-34.5	-14.8	-145.2	34.4	63.9	
-278.1	-167.4	12.2	29.4	-7.5	-115.7	39.3	98.3	
-270.7	-118.2	24.5	22.1	-14.8	-81.3	36.8	-39.4	
-270.7	-100.9	-0.1	9.8	-69.0	-69.0	36.8	31.9	
-290.4	-96.0	-37.0	118.0	-125.5	-56.7	27.0	-140.3	
-324.8	-69.0	-14.8	-19.8	-76.3	-49.3	36.8	-155.1	
-324.8	-69.0	-44.4	-9.9	-14.8	-39.4	49.1	-125.5	
-273.1	-56.7	-66.5	-5.0	-9.9	-34.5	31.9	-5.0	
-221.5	-29.6	44.2	46.7	-5.0	-22.2	14.7	-214.1	
-214.1	19.6	81.1	12.2	-5.0	-14.8	4.8	-494.5	
-172.3	68.8	73.7	-7.5	-44.4	-17.3	-9.9	-108.3	
-147.7	130.3	137.7	-17.3	-19.8	-17.3	-7.5	349.2	
-118.2	201.6	231.2	9.8	-22.2	-2.5	76.2	548.5	
-83.7	277.9	167.2	17.1	-17.3	4.8	78.6	354.2	
-61.6	336.9	130.3	14.7	-9.9	9.8	110.6	263.1	
-56.7	376.3	209.0	46.7	14.7	-17.3	98.3	54.0	
-73.9	477.2	245.9	39.3	22.1	-22.2	78.6	-22.2	
-73.9	582.9	216.4	22.1	14.7	-49.3	73.7	-24.7	
-39.4	666.6	120.5	-9.9	-0.1	-81.3	66.3	63.9	
2.4	747.8	17.1	-7.5	-14.8	-130.5	49.1	154.9	
24.5	769.9	-369.1	-9.9	-5.0	-184.6	44.2	9.8	
59.0	745.3	-497.0	-0.1	14.7	-228.9	24.5	22.1	
81.1	723.2	-351.9	4.8	7.3	-273.1	14.7	147.5	
105.7	681.3	-253.5	7.3	9.8	-339.6	-17.3	29.4	
93.4	632.1	-125.5	9.8	4.8	-393.7	-44.4	-37.0	
115.5	568.2	51.6	-14.8	-7.5	-423.2	-61.6	-19.8	
140.1	504.2	49.1	-12.4	-0.1	-479.8	-69.0	-22.2	
140.1	450.1	-66.5	-9.9	-7.5	-514.2	-76.3	-37.0	
169.7	393.5	-41.9	-7.5	-5.0	-551.1	-98.5	-39.4	
213.9	322.2	-110.8	-19.8	-5.0	-575.7	-76.3	-44.4	
280.4	263.1	19.6	-32.1	-39.4	-590.5	-96.0	-56.7	
334.5	191.8	-61.6	-39.4	-29.6	-588.0	-103.4	-66.5	
400.9	154.9	-54.2	-34.5	-22.2	-568.3	-130.5	-49.3	
467.3	105.7	29.4	-29.6	2.4	-526.5	-118.2	-78.8	
543.6	63.9	-29.6	-51.7	-14.8	-487.2	-110.8	-64.0	
614.9	7.3	-327.3	-46.8	-46.8	-415.8	-130.5	31.9	
713.3	-24.7	-494.5	-69.0	-66.5	-268.2	-147.7	7.3	
797.0	-51.7	-251.0	-93.6	24.5	-98.5	-96.0	-49.3	
878.1	-76.3	24.5	-71.4	14.7	34.4	-81.3	-115.7	
942.1	-88.6	115.5	-9.9	-5.0	135.2	-71.4	-88.6	
974.1	-105.9	186.9	34.4	-17.3	186.9	9.8	-32.1	
993.8	-118.2	213.9	19.6	-44.4	216.4	-12.4	-5.0	
1023.3	-113.2	157.4	39.3	-46.8	206.6	-56.7	-9.9	
1084.8	-115.7	211.5	41.7	-29.6	231.2	-46.8	-91.1	
1129.1	-115.7	241.0	-179.7	-44.4	209.0	-69.0	-135.4	
1143.8	-100.9	-0.1	-169.8	-44.4	196.7	-100.9	-59.1	
1146.3	-96.0	-243.6	-9.9	-34.5	191.8	-132.9	-56.7	
1168.4	-91.1	-152.6	130.3	-34.5	167.2	-125.5	-105.9	
1143.8	-69.0	-120.6	61.4	-44.4	130.3	-120.6	-34.5	
1079.9	-49.3	-86.2	78.6	-39.4	113.1	-135.4	-5.0	
993.8	-32.1	12.2	-69.0	-51.7	98.3	-83.7	-59.1	
875.7	12.2	105.7	-194.4	-49.3	68.8	-88.6	-27.1	
742.8	12.2	83.6	-128.0	-12.4	88.5	-108.3	-56.7	
570.6	56.5	110.6	-169.8	4.8	17.1	-108.3	-66.5	
391.1	95.9	127.8	-88.6	14.7	-44.4	-96.0	7.3	
223.8	142.6	90.9	-39.4	2.4	-113.2	-108.3	83.6	
49.1	152.4	-46.8	-41.9	-22.2	-169.8	-125.5	93.4	
-118.2	186.9	-295.3	-37.0	-14.8	-223.9	-140.3	76.2	
-255.9	189.3	-349.4	56.5	24.5	-236.2	-137.8	68.8	
-378.9	199.2	-354.3	19.6	19.6	-263.3	-155.1	-17.3	
-482.2	189.3	-211.6	-44.4	-7.5	-295.3	-137.8	-93.6	
-568.3	184.4	-103.4	-7.5	4.8	-334.6	-123.1	-46.8	
-634.8	154.9	-5.0	22.1	27.0	-391.2	-157.5	14.7	
-701.2	145.1	-2.5	-34.5	17.1	-445.3	-157.5	41.7	
-757.8	108.2	100.8	-44.4	19.6	-497.0	-157.5	-14.8	
-819.3	98.3	201.6	-34.5	7.3	-529.0	-189.5	9.8	
-866.0	68.8	364.0	9.8	-17.3	-447.8	-192.0	59.0	
-900.4	36.8	260.7	17.1	-5.0	-332.2	-167.4	24.5	
-934.9	29.4	12.2	39.3	17.1	-189.5	-192.0	-46.8	
-971.8	19.6	-110.8	36.8	-9.9	-69.0	-219.0	-206.7	
-986.5	17.1	-187.0	24.5	-5.0	17.1	-233.8	-223.9	
-981.6	4.8	-260.8	9.8	17.1	76.2	-241.2	-130.5	
-976.7	-14.8	-334.6	22.1	51.6	122.9	-246.1	41.7	
-971.8	-29.6	-137.8	-29.6	22.1	162.3	-248.5	95.9	
-974.2	-41.9	36.8	44.2	29.4	182.0	-246.1	-32.1	
-976.7	-46.8	-81.3	83.6	34.4	191.8	-263.3	-113.2	
-974.2	-73.9	-118.2	93.4	51.6	186.9	-246.1	-86.2	
-984.1	-93.6	-164.9	61.4	59.0	167.2	-233.8	-66.5	
-989.0	-96.0	-155.1	22.1	34.4	98.3	-179.7	-54.2	
-949.6	-103.4	-64.0	-81.3	29.4	27.0	-167.4	-14.8	
-902.9	-103.4	-29.6	-157.5	2.4	-0.1	-211.6	24.5	
-794.7	-105.9	-41.9	-103.4	24.5	-24.7	-216.6	24.5	
-688.9	-108.3	9.8	-98.5	14.7	-46.8	-233.8	-7.5	
-501.9	-110.8	-34.5	-27.1	-0.1	-34.5	-263.3	-9.9	
-351.9	-103.4	-51.7	-19.8	4.8	-29.6	-278.1	-2.5	
-268.2	-83.7	34.4	-76.3	2.4	-34.5	-283.0	9.8	
-196.9	-73.9	147.5	-91.1	-9.9	-41.9	-253.5	-0.1	
-130.5	-61.6	206.6	-108.3	-22.2	-81.3	-280.5	19.6	
-49.3	-44.4	152.4	-34.5	-29.6	-125.5	-297.7	-29.6	
54.0	-39.4	49.1	-0.1	-22.2	-137.8	-302.7	-22.2	
172.1	-29.6	2.4	44.2	-12.4	-110.8	-305.1	-39.4	
265.6	-9.9	-179.7	7.3	-17.3	-96.0	-285.4	-32.1	
371.4	-0.1	-398.6	-7.5	4.8	-98.5	-243.6	-41.9	
491.9	7.3	-152.6	-27.1	9.8	-51.7	-226.4	-51.7	
600.2	7.3	-64.0	-44.4	4.8	7.3	-243.6	-19.8	
728.1	7.3	-86.2	-46.8	-0.1	83.6	-243.6	14.7	
860.9	12.2	-46.8	-27.1	22.1	110.6	-253.5	27.0	
998.7	9.8	-32.1	-19.8	22.1	76.2	-322.3	22.1	
1153.7	14.7	-24.7	-29.6	22.1	-29.6	-376.5	14.7	
1325.9	19.6	12.2	-19.8	7.3	-96.0	-371.5	12.2	
1542.3	34.4	66.3	-7.5	17.1	-162.4	-337.1	-27.1	
1763.7	29.4	90.9	-29.6	-12.4	-130.5	-337.1	-27.1	
1938.4	22.1	93.4	-29.6	-37.0	-66.5	-231.3	-29.6	
2058.9	29.4	71.3	-29.6	-54.2	-49.3	-145.2	-24.7	
2127.8	12.2	68.8	-17.3	-56.7	-69.0	-196.9	-22.2	
2150.0	19.6	98.3	-17.3	-17.3	-69.0	-211.6	-7.5	
2108.1	4.8	100.8	-24.7	19.6	9.8	-248.5	-24.7	
2029.4	-27.1	54.0	-7.5	-19.8	125.4	-243.6	-41.9	
1945.8	-34.5	9.8	-0.1	-69.0	292.7	-241.2	-19.8	
1808.0	-51.7	-17.3	-5.0	-49.3	487.0	-192.0	-34.5	
1658.0	-66.5	-51.7	-34.5	-86.2	674.0	-211.6	-46.8	
1503.0	-71.4	-100.9	-32.1	-54.2	811.7	-253.5	-2.5	
1301.3	-86.2	-96.0	-9.9	-5.0	954.4	-263.3	-5.0	
1102.0	-91.1	-64.0	-14.8	34.4	1097.1	-255.9	-7.5	
895.4	-105.9	-17.3	-14.8	36.8	1163.5	-209.2	-61.6	
666.6	-105.9	27.0	-9.9	-17.3	1170.9	-118.2	-66.5	
442.7	-108.3	73.7	-5.0	-59.1	1166.0	-14.8	-66.5	
226.2	-113.2	68.8	7.3	-12.4	1067.6	-5.0	-56.7	
22.1	-128.0	66.3	-12.4	29.4	885.5	17.1	-24.7	
-164.9	-128.0	110.6	-19.8	2.4	602.6	24.5	14.7	
-337.1	-137.8	142.6	-5.0	-22.2	290.2	71.3	-27.1	
-465.0	-132.9	135.2	9.8	-27.1	39.3	-17.3	-22.2	
-588.0	-130.5	135.2	31.9	-22.2	-93.6	-44.4	-32.1	
-681.5	-147.7	115.5	17.1	-19.8	-169.8	-46.8	-39.4	
-757.8	-164.9	76.2	4.8	-39.4	-34.5	-56.7	-19.8	
-829.1	-187.0	-103.4	2.4	-27.1	226.2	-39.4	-7.5	
-890.6	-199.3	-160.0	-27.1	-41.9	413.2	-17.3	17.1	
-927.5	-204.3	-110.8	-14.8	-41.9	494.4	-66.5	9.8	
-976.7	-204.3	-78.8	4.8	-54.2	484.5	-128.0	19.6	
-1016.1	-201.8	-46.8	27.0	-46.8	423.0	-192.0	19.6	
-1040.7	-219.0	-41.9	29.4	-51.7	368.9	-255.9	31.9	
-1080.0	-238.7	-41.9	29.4	-51.7	309.9	-270.7	2.4	
-1131.7	-233.8	-81.3	-14.8	-24.7	231.2	-283.0	-2.5	
-1166.1	-221.5	-66.5	-71.4	-14.8	179.5	-263.3	41.7	
-1210.4	-219.0	-46.8	-66.5	-5.0	145.1	-246.1	-5.0	
-1249.8	-184.6	-44.4	-41.9	-14.8	145.1	-189.5	14.7	
-1296.5	-147.7	-9.9	-24.7	-64.0	179.5	-120.6	12.2	
-1330.9	-113.2	14.7	-22.2	-78.8	204.1	-145.2	-17.3	
-1362.9	-73.9	9.8	-22.2	-39.4	263.1	-96.0	-59.1	
-1390.0	-66.5	4.8	-39.4	2.4	307.4	54.0	-130.5	
-1414.6	-49.3	34.4	-32.1	12.2	344.3	194.3	-194.4	
-1441.6	-44.4	90.9	-27.1	-5.0	334.5	290.2	-194.4	
-1441.6	-5.0	100.8	-24.7	-71.4	275.4	428.0	-196.9	
-1417.0	19.6	88.5	-19.8	-61.6	199.2	536.2	-123.1	
-1321.1	51.6	90.9	-14.8	22.1	78.6	614.9	41.7	
-1180.9	78.6	83.6	-12.4	22.1	-7.5	587.9	164.7	
-1018.5	68.8	46.7	-22.2	-0.1	-32.1	482.1	120.5	
-890.6	81.1	-46.8	-22.2	-27.1	-27.1	430.4	100.8	
-789.7	90.9	-51.7	-29.6	-34.5	-29.6	356.6	24.5	
-691.3	113.1	-91.1	-39.4	-49.3	29.4	309.9	54.0	
-595.4	78.6	-113.2	-39.4	-41.9	81.1	292.7	-44.4	
-504.4	51.6	-98.5	-14.8	-34.5	68.8	265.6	-152.6	
-403.5	46.7	-88.6	-46.8	-7.5	95.9	236.1	-157.5	
-329.7	41.7	-2.5	-49.3	39.3	130.3	130.3	-29.6	
-287.9	59.0	12.2	-39.4	49.1	140.1	63.9	152.4	
-231.3	73.7	-2.5	-24.7	36.8	162.3	12.2	98.3	
-196.9	98.3	-7.5	-24.7	-78.8	150.0	-44.4	-24.7	
