ÓÒ¹ÉÖ±¼¡	ÓÒ¹É¶þÍ·¼¡	×óëÖÇ°¼¡	ÓÒëÖÇ°¼¡	×óëè³¦¼¡	×ó¹ÉÖ±¼¡	×ó¹É¶þ	ÓÒëè³¦¼¡	
951.9	-115.7	-152.6	12.2	12.2	-204.3	88.5	-19.8	
929.8	-155.1	-120.6	-2.5	19.6	-150.1	152.4	-22.2	
924.9	-184.6	-96.0	-7.5	12.2	-88.6	103.2	-27.1	
910.1	-152.6	-51.7	12.2	54.0	17.1	39.3	-9.9	
873.2	-130.5	12.2	19.6	73.7	140.1	34.4	-7.5	
846.2	-113.2	49.1	34.4	29.4	273.0	159.8	-49.3	
794.5	-135.4	93.4	14.7	-51.7	383.7	263.1	-56.7	
733.0	-147.7	115.5	4.8	-61.6	477.2	361.5	-44.4	
614.9	-177.2	125.4	27.0	-9.9	543.6	349.2	-41.9	
516.5	-221.5	93.4	34.4	-7.5	590.3	265.6	-73.9	
410.7	-251.0	125.4	-7.5	-22.2	622.3	233.6	-37.0	
295.1	-275.6	113.1	4.8	-24.7	622.3	295.1	17.1	
184.4	-322.3	88.5	19.6	-19.8	639.5	319.7	-44.4	
76.2	-327.3	66.3	14.7	-29.6	637.1	312.3	44.2	
-39.4	-324.8	24.5	34.4	-34.5	634.6	277.9	46.7	
-147.7	-310.0	17.1	31.9	-32.1	580.5	248.4	-29.6	
-260.8	-290.4	-19.8	-44.4	-44.4	553.4	211.5	-61.6	
-351.9	-290.4	-37.0	7.3	9.8	536.2	196.7	-83.7	
-420.7	-265.8	-56.7	46.7	-0.1	558.3	152.4	-24.7	
-494.5	-251.0	-61.6	71.3	-2.5	632.1	135.2	41.7	
-565.9	-228.9	-91.1	93.4	-27.1	642.0	110.6	19.6	
-642.1	-223.9	-86.2	-98.5	-24.7	634.6	95.9	7.3	
-713.5	-211.6	-69.0	-160.0	-39.4	580.5	7.3	-78.8	
-799.6	-192.0	-41.9	-96.0	-22.2	536.2	-56.7	-76.3	
-895.5	-157.5	-2.5	-93.6	14.7	450.1	-66.5	-46.8	
-930.0	-118.2	27.0	-64.0	-24.7	400.9	-46.8	-37.0	
-920.1	-96.0	44.2	-56.7	-81.3	364.0	14.7	14.7	
-934.9	-37.0	44.2	-41.9	-103.4	292.7	83.6	-0.1	
-947.2	-9.9	73.7	-41.9	-76.3	233.6	19.6	-14.8	
-770.1	22.1	68.8	-14.8	-76.3	216.4	-22.2	2.4	
-627.4	66.3	83.6	7.3	-37.0	255.8	-115.7	-0.1	
-570.8	98.3	68.8	-5.0	-14.8	275.4	-179.7	12.2	
-538.8	125.4	36.8	-9.9	-41.9	307.4	-251.0	36.8	
-526.5	130.3	-7.5	-24.7	-59.1	398.4	-278.1	14.7	
-524.1	135.2	-37.0	-78.8	-44.4	487.0	-179.7	9.8	
-499.5	142.6	-44.4	-56.7	-46.8	627.2	-88.6	44.2	
-479.8	145.1	-27.1	-12.4	-39.4	826.5	31.9	76.2	
-462.6	125.4	-24.7	-5.0	-54.2	1038.0	-9.9	-27.1	
-467.5	127.8	-54.2	-32.1	-41.9	1237.3	-2.5	-147.7	
-484.7	103.2	-37.0	-73.9	-39.4	1402.1	14.7	-2.5	
-487.2	88.5	-59.1	-54.2	-46.8	1468.5	-39.4	36.8	
-501.9	93.4	-81.3	-9.9	-27.1	1431.6	-137.8	71.3	
-531.4	95.9	-96.0	49.1	-12.4	1416.9	-194.4	-5.0	
-529.0	88.5	-81.3	49.1	-14.8	1429.2	-233.8	-19.8	
-529.0	71.3	-34.5	-0.1	-22.2	1441.5	-307.6	4.8	
-531.4	59.0	-12.4	-59.1	-17.3	1409.5	-354.3	-73.9	
-511.8	54.0	59.0	-128.0	-22.2	1296.3	-339.6	-110.8	
-465.0	17.1	100.8	-41.9	-7.5	1183.2	-300.2	-115.7	
-393.7	17.1	113.1	-7.5	12.2	981.5	-263.3	-22.2	
-287.9	29.4	78.6	4.8	2.4	792.0	-260.8	-0.1	
-179.7	36.8	86.0	-32.1	9.8	774.8	-300.2	12.2	
-24.7	19.6	44.2	-9.9	12.2	828.9	-334.6	-0.1	
132.8	19.6	39.3	-9.9	9.8	924.9	-371.5	9.8	
287.7	22.1	7.3	-5.0	17.1	979.0	-378.9	-0.1	
440.3	-2.5	-34.5	-12.4	14.7	1070.0	-479.8	22.1	
563.3	-19.8	-41.9	9.8	27.0	1104.5	-460.1	-22.2	
676.4	-12.4	-59.1	-0.1	-5.0	1038.0	-324.8	-22.2	
730.5	-49.3	-34.5	-2.5	-0.1	917.5	-310.0	-56.7	
760.1	-56.7	17.1	-7.5	19.6	735.5	-322.3	-88.6	
757.6	-44.4	9.8	2.4	27.0	555.9	-219.0	-103.4	
730.5	-22.2	-22.2	-0.1	34.4	381.2	-69.0	-140.3	
691.2	-17.3	-130.5	-0.1	34.4	211.5	17.1	-100.9	
627.2	-27.1	-199.3	-17.3	29.4	71.3	24.5	29.4	
479.6	-27.1	-182.1	-9.9	17.1	-69.0	-24.7	213.9	
297.6	-22.2	-51.7	7.3	56.5	-135.4	-27.1	122.9	
135.2	-17.3	14.7	12.2	44.2	-238.7	-37.0	44.2	
51.6	-5.0	46.7	-7.5	34.4	-332.2	19.6	103.2	
12.2	12.2	81.1	9.8	41.7	-428.1	81.1	-0.1	
-19.8	44.2	68.8	-7.5	34.4	-487.2	95.9	-73.9	
-49.3	51.6	66.3	-2.5	51.6	-477.3	140.1	-88.6	
-125.5	56.5	54.0	-5.0	39.3	-477.3	241.0	-172.3	
-211.6	66.3	34.4	-9.9	27.0	-492.1	344.3	-142.8	
-283.0	76.2	14.7	-32.1	-9.9	-558.5	430.4	-76.3	
-374.0	88.5	14.7	-9.9	-27.1	-592.9	332.0	-93.6	
-469.9	95.9	-29.6	22.1	-22.2	-580.6	245.9	-123.1	
-553.6	105.7	-44.4	9.8	2.4	-575.7	204.1	-44.4	
-659.4	100.8	-44.4	9.8	36.8	-551.1	218.9	-44.4	
-784.8	73.7	34.4	-7.5	17.1	-477.3	191.8	-150.1	
-890.6	56.5	27.0	-61.6	19.6	-418.3	159.8	-71.4	
-989.0	61.4	-0.1	-66.5	-12.4	-393.7	115.5	260.7	
-1077.6	54.0	-17.3	-59.1	-34.5	-442.9	29.4	189.3	
-1153.8	56.5	-17.3	-51.7	-61.6	-529.0	22.1	2.4	
-1200.6	73.7	-105.9	-71.4	-49.3	-654.4	88.5	-49.3	
-1244.8	76.2	-214.1	-56.7	-29.6	-728.2	118.0	-0.1	
-1279.3	59.0	-147.7	-49.3	-19.8	-760.2	196.7	46.7	
-1296.5	81.1	-91.1	-41.9	-19.8	-807.0	258.2	-7.5	
-1289.1	68.8	-73.9	-49.3	-54.2	-848.8	250.8	9.8	
-1225.2	63.9	-91.1	-37.0	-59.1	-895.5	157.4	177.0	
-1168.6	78.6	-34.5	-24.7	-83.7	-900.4	71.3	130.3	
-1099.7	68.8	34.4	-12.4	-56.7	-878.3	24.5	159.8	
-1035.7	61.4	174.6	-2.5	-113.2	-826.6	41.7	182.0	
-971.8	56.5	147.5	-2.5	-226.4	-807.0	174.6	125.4	
-890.6	51.6	78.6	-17.3	-263.3	-799.6	263.1	41.7	
-779.9	56.5	54.0	-24.7	-189.5	-824.2	258.2	19.6	
-656.9	36.8	27.0	-17.3	12.2	-819.3	290.2	-64.0	
-509.3	51.6	-5.0	-14.8	140.1	-775.0	238.5	-285.4	
-356.8	49.1	-37.0	-14.8	90.9	-747.9	194.3	-268.2	
-251.0	44.2	-34.5	-14.8	130.3	-708.6	135.2	-73.9	
-164.9	31.9	-69.0	-7.5	125.4	-671.7	56.5	164.7	
-115.7	29.4	-76.3	-14.8	-27.1	-674.1	29.4	93.4	
-105.9	34.4	-105.9	-14.8	-128.0	-703.6	4.8	-246.1	
-110.8	39.3	-110.8	-24.7	7.3	-728.2	19.6	-275.6	
-174.7	24.5	-91.1	-110.8	71.3	-728.2	98.3	-81.3	
-292.8	9.8	-56.7	-100.9	71.3	-762.7	59.0	2.4	
-403.5	4.8	-34.5	-44.4	-69.0	-816.8	2.4	-145.2	
-494.5	-0.1	-2.5	-9.9	-255.9	-838.9	24.5	-337.1	
-524.1	-9.9	27.0	4.8	-100.9	-848.8	-91.1	-317.4	
-499.5	-9.9	36.8	-14.8	46.7	-807.0	-110.8	-61.6	
-467.5	-9.9	49.1	2.4	56.5	-750.4	-135.4	49.1	
-403.5	-17.3	56.5	4.8	34.4	-735.6	-17.3	100.8	
-329.7	-37.0	71.3	-29.6	7.3	-684.0	86.0	59.0	
-246.1	-49.3	66.3	-34.5	-5.0	-671.7	110.6	63.9	
-160.0	-51.7	27.0	-27.1	61.4	-644.6	120.5	194.3	
-103.4	-49.3	14.7	-32.1	51.6	-644.6	147.5	292.7	
-61.6	-46.8	-14.8	-5.0	31.9	-615.1	164.7	179.5	
-39.4	-37.0	-29.6	-12.4	-12.4	-588.0	100.8	14.7	
-0.1	-61.6	-56.7	-44.4	-69.0	-533.9	83.6	-51.7	
31.9	-61.6	-56.7	-51.7	-169.8	-499.5	-5.0	7.3	
59.0	-76.3	-64.0	-56.7	-295.3	-487.2	-49.3	49.1	
115.5	-91.1	-76.3	-37.0	-71.4	-469.9	-24.7	56.5	
157.4	-118.2	-86.2	-39.4	105.7	-452.7	-51.7	-0.1	
209.0	-113.2	-86.2	-7.5	157.4	-428.1	-71.4	-32.1	
277.9	-123.1	-100.9	-19.8	186.9	-413.4	-73.9	-32.1	
336.9	-132.9	-100.9	-9.9	142.6	-351.9	-66.5	2.4	
418.1	-132.9	-32.1	-51.7	73.7	-334.6	-17.3	-41.9	
484.5	-130.5	2.4	17.1	83.6	-302.7	-32.1	-172.3	
519.0	-128.0	22.1	29.4	27.0	-275.6	-32.1	-105.9	
555.9	-130.5	36.8	24.5	-51.7	-275.6	9.8	-73.9	
585.4	-132.9	54.0	14.7	-37.0	-270.7	105.7	-120.6	
605.1	-140.3	86.0	-14.8	-7.5	-255.9	120.5	-17.3	
612.5	-137.8	78.6	-71.4	-0.1	-248.5	135.2	-56.7	
617.4	-132.9	59.0	-64.0	36.8	-248.5	152.4	-113.2	
602.6	-142.8	29.4	-22.2	12.2	-201.8	150.0	243.5	
575.6	-142.8	14.7	-2.5	-32.1	-169.8	169.7	231.2	
533.7	-135.4	-0.1	2.4	-73.9	-142.8	177.0	120.5	
504.2	-145.2	-9.9	-2.5	-98.5	-128.0	169.7	49.1	
464.9	-137.8	-39.4	-24.7	-118.2	-115.7	150.0	7.3	
435.3	-147.7	-54.2	-19.8	-150.1	-115.7	145.1	4.8	
400.9	-130.5	-69.0	-32.1	-110.8	-108.3	115.5	12.2	
376.3	-96.0	-69.0	-22.2	-108.3	-98.5	95.9	12.2	
354.2	-98.5	-110.8	-27.1	-83.7	-103.4	73.7	12.2	
314.8	-81.3	-96.0	-29.6	19.6	-115.7	86.0	-17.3	
270.5	-66.5	-83.7	-14.8	135.2	-103.4	73.7	-61.6	
221.3	-46.8	-73.9	-17.3	194.3	-73.9	51.6	-105.9	
199.2	-7.5	-34.5	-2.5	105.7	-39.4	59.0	-115.7	
189.3	9.8	-9.9	2.4	9.8	-34.5	63.9	-108.3	
184.4	22.1	36.8	-7.5	41.7	-29.6	63.9	-268.2	
169.7	29.4	59.0	-41.9	7.3	-0.1	51.6	-312.5	
157.4	59.0	76.2	-88.6	-172.3	-7.5	49.1	-140.3	
125.4	76.2	71.3	-51.7	-76.3	-7.5	41.7	-86.2	
108.2	78.6	68.8	-37.0	68.8	-17.3	29.4	-110.8	
73.7	103.2	73.7	-44.4	105.7	-17.3	19.6	-24.7	
76.2	154.9	39.3	-46.8	147.5	-29.6	-7.5	236.1	
78.6	164.7	17.1	-29.6	-32.1	-44.4	-22.2	113.1	
86.0	169.7	-0.1	-14.8	-236.2	-54.2	-17.3	196.7	
71.3	174.6	-19.8	-32.1	-152.6	-61.6	-17.3	95.9	
51.6	182.0	-37.0	-17.3	49.1	-56.7	-12.4	68.8	
59.0	189.3	-59.1	-19.8	150.0	-64.0	-9.9	157.4	
46.7	196.7	-76.3	-17.3	93.4	-86.2	-32.1	206.6	
31.9	199.2	-93.6	-24.7	66.3	-118.2	-56.7	54.0	
51.6	209.0	-115.7	-27.1	27.0	-140.3	-59.1	-22.2	
41.7	211.5	-93.6	-17.3	-32.1	-132.9	-66.5	68.8	
54.0	199.2	-66.5	-9.9	7.3	-162.4	-66.5	152.4	
46.7	213.9	-49.3	-9.9	-9.9	-169.8	-66.5	73.7	
22.1	223.8	-19.8	-22.2	-73.9	-155.1	-86.2	-169.8	
34.4	245.9	-0.1	-22.2	-115.7	-147.7	-78.8	-273.1	
31.9	226.2	24.5	-14.8	-216.6	-128.0	-100.9	-73.9	
36.8	216.4	41.7	7.3	-34.5	-105.9	-108.3	-108.3	
9.8	218.9	56.5	-0.1	184.4	-88.6	-132.9	-312.5	
24.5	201.6	46.7	-44.4	113.1	-81.3	-147.7	-521.6	
12.2	204.1	61.4	-54.2	93.4	-19.8	-162.4	-425.7	
2.4	189.3	66.3	-49.3	-7.5	-5.0	-184.6	-100.9	
-5.0	177.0	49.1	-14.8	-96.0	27.0	-189.5	88.5	
-2.5	152.4	19.6	-19.8	-76.3	7.3	-194.4	56.5	
-14.8	118.0	-9.9	-19.8	9.8	-12.4	-236.2	-142.8	
-12.4	105.7	-32.1	-14.8	100.8	-41.9	-268.2	-118.2	
-24.7	105.7	-49.3	-34.5	19.6	-24.7	-287.9	73.7	
-19.8	108.2	-46.8	-7.5	-37.0	-24.7	-287.9	179.5	
-0.1	86.0	-51.7	-27.1	-160.0	-29.6	-334.6	248.4	
4.8	66.3	-64.0	-37.0	-157.5	-34.5	-329.7	-56.7	
22.1	54.0	-105.9	-46.8	-83.7	-54.2	-342.0	-177.2	
41.7	39.3	-98.5	7.3	19.6	-44.4	-371.5	59.0	
41.7	19.6	-61.6	61.4	19.6	-49.3	-364.2	-12.4	
31.9	17.1	-64.0	46.7	-113.2	-81.3	-337.1	59.0	
14.7	-5.0	-39.4	19.6	-91.1	-93.6	-312.5	250.8	
4.8	-17.3	-2.5	-27.1	-2.5	-76.3	-324.8	322.2	
14.7	-49.3	39.3	-140.3	4.8	-24.7	-349.4	169.7	
2.4	-59.1	44.2	-59.1	4.8	-12.4	-342.0	174.6	
14.7	-81.3	54.0	-41.9	39.3	4.8	-337.1	191.8	
-14.8	-93.6	61.4	-34.5	140.1	36.8	-315.0	86.0	
-24.7	-145.2	61.4	-27.1	145.1	118.0	-283.0	61.4	
-9.9	-160.0	63.9	7.3	81.1	152.4	-280.5	-17.3	
-17.3	-196.9	51.6	19.6	49.1	157.4	-260.8	-135.4	
-34.5	-219.0	34.4	-2.5	29.4	186.9	-255.9	-51.7	
-34.5	-246.1	19.6	-61.6	14.7	216.4	-246.1	14.7	
-46.8	-273.1	24.5	-71.4	7.3	253.3	-221.5	24.5	
-54.2	-297.7	9.8	-27.1	19.6	287.7	-187.0	14.7	
-71.4	-315.0	24.5	-24.7	27.0	265.6	-164.9	-14.8	
-76.3	-324.8	24.5	-27.1	-51.7	177.0	-160.0	-37.0	
-78.8	-334.6	7.3	-17.3	-118.2	12.2	-125.5	-49.3	
-93.6	-349.4	-24.7	-7.5	-118.2	-132.9	-100.9	-73.9	
-123.1	-327.3	-86.2	4.8	-253.5	-187.0	-69.0	-49.3	
-128.0	-310.0	-81.3	4.8	-179.7	-174.7	-24.7	-49.3	
-140.3	-307.6	-39.4	-7.5	39.3	-96.0	-2.5	-81.3	
-157.5	-322.3	-5.0	-22.2	309.9	108.2	71.3	-27.1	
-157.5	-315.0	14.7	-7.5	204.1	356.6	120.5	-78.8	
-162.4	-292.8	36.8	-7.5	140.1	548.5	154.9	-78.8	
-157.5	-270.7	51.6	-9.9	120.5	612.5	182.0	-93.6	
-147.7	-258.4	34.4	-39.4	34.4	516.5	228.7	-73.9	
-135.4	-251.0	27.0	-39.4	-78.8	371.4	275.4	-7.5	
-125.5	-214.1	78.6	-5.0	-118.2	258.2	277.9	-54.2	
-96.0	-221.5	81.1	-7.5	-150.1	118.0	307.4	-305.1	
-93.6	-209.2	36.8	-22.2	-125.5	9.8	309.9	-147.7	
-66.5	-177.2	7.3	-17.3	110.6	-83.7	322.2	189.3	
-59.1	-169.8	-32.1	-0.1	204.1	-78.8	329.6	248.4	
-49.3	-164.9	-64.0	24.5	135.2	9.8	366.5	140.1	
-51.7	-140.3	-69.0	29.4	71.3	189.3	346.8	118.0	
-44.4	-118.2	-41.9	19.6	27.0	312.3	346.8	66.3	
-24.7	-91.1	-34.5	44.2	29.4	425.5	344.3	-9.9	
-14.8	-73.9	-54.2	24.5	34.4	494.4	336.9	-59.1	
-19.8	-59.1	-83.7	22.1	31.9	528.8	327.1	-96.0	
-39.4	-41.9	-83.7	-5.0	19.6	580.5	314.8	-69.0	
-29.6	-32.1	-59.1	-9.9	-56.7	642.0	295.1	73.7	
-19.8	-24.7	-76.3	17.1	-160.0	669.0	280.4	295.1	
-19.8	-12.4	-81.3	7.3	-54.2	750.2	277.9	361.5	
-14.8	-19.8	-44.4	34.4	-5.0	757.6	263.1	-64.0	
-27.1	-22.2	-0.1	-5.0	73.7	760.1	241.0	-553.6	
-22.2	-19.8	17.1	-56.7	41.7	806.8	209.0	-533.9	
-9.9	-12.4	41.7	-39.4	-140.3	720.7	189.3	-204.3	
2.4	2.4	59.0	-54.2	-86.2	659.2	142.6	157.4	
-12.4	-2.5	56.5	-51.7	-73.9	703.5	135.2	196.7	
-44.4	7.3	22.1	-51.7	-93.6	792.0	90.9	90.9	
-88.6	-2.5	2.4	-24.7	-7.5	831.4	54.0	-14.8	
-128.0	-12.4	-27.1	-7.5	-29.6	920.0	27.0	-118.2	
-155.1	-14.8	-34.5	-2.5	2.4	1047.9	-19.8	-69.0	
-189.5	-14.8	-56.7	-9.9	61.4	1077.4	-49.3	-388.8	
-263.3	-24.7	-64.0	-2.5	93.4	1102.0	-69.0	-258.4	
-342.0	-17.3	-76.3	-0.1	61.4	1129.1	-93.6	-44.4	
-371.5	-22.2	-61.6	-7.5	-61.6	1158.6	-105.9	-155.1	
-398.6	-41.9	-86.2	2.4	-59.1	1074.9	-135.4	17.1	
-433.0	-39.4	-91.1	-12.4	-32.1	1020.8	-140.3	287.7	
-430.6	-46.8	-76.3	-24.7	-51.7	986.4	-142.8	300.0	
-447.8	-51.7	-49.3	-24.7	14.7	1008.5	-147.7	250.8	
-447.8	-51.7	-14.8	-17.3	-32.1	1018.4	-160.0	-5.0	
-408.4	-56.7	4.8	-32.1	-32.1	1097.1	-147.7	-177.2	
-364.2	-66.5	31.9	-12.4	-98.5	1195.5	-150.1	-81.3	
-337.1	-61.6	51.6	-27.1	-78.8	1252.1	-132.9	110.6	
-300.2	-46.8	81.1	-19.8	-91.1	1153.7	-125.5	108.2	
-292.8	-56.7	81.1	-37.0	22.1	1047.9	-130.5	31.9	
-231.3	-56.7	93.4	-49.3	88.5	956.9	-103.4	147.5	
-142.8	-49.3	105.7	-32.1	56.5	865.8	-96.0	152.4	
-41.9	-51.7	81.1	-37.0	78.6	809.3	-93.6	36.8	
34.4	-37.0	49.1	-24.7	110.6	750.2	-78.8	2.4	
120.5	-49.3	41.7	-9.9	105.7	666.6	-71.4	17.1	
194.3	-54.2	-14.8	7.3	95.9	570.6	-71.4	34.4	
248.4	-73.9	-37.0	9.8	29.4	437.8	-69.0	-5.0	
295.1	-66.5	-64.0	-0.1	-179.7	302.5	-64.0	-59.1	
341.9	-83.7	-73.9	-54.2	-334.6	199.2	-46.8	-17.3	
368.9	-81.3	-76.3	-46.8	-142.8	122.9	-49.3	2.4	
405.8	-91.1	-78.8	-34.5	17.1	31.9	-32.1	29.4	
420.6	-86.2	-98.5	-27.1	14.7	-78.8	-19.8	31.9	
432.9	-78.8	-93.6	-37.0	63.9	-223.9	-9.9	-17.3	
445.2	-96.0	-44.4	-17.3	81.1	-376.5	12.2	-155.1	
432.9	-103.4	-37.0	12.2	93.4	-465.0	19.6	-96.0	
413.2	-96.0	-12.4	78.6	154.9	-472.4	34.4	22.1	
425.5	-98.5	59.0	95.9	137.7	-482.2	46.7	-2.5	
415.7	-110.8	100.8	68.8	-0.1	-506.8	34.4	-64.0	
373.8	-108.3	88.5	-32.1	-115.7	-568.3	31.9	-17.3	
373.8	-103.4	34.4	-51.7	-164.9	-656.9	34.4	39.3	
336.9	-93.6	36.8	4.8	-64.0	-701.2	24.5	17.1	
312.3	-98.5	98.3	-96.0	-44.4	-772.5	-5.0	-29.6	
282.8	-96.0	71.3	-32.1	-0.1	-848.8	-7.5	41.7	
268.1	-96.0	44.2	-96.0	-19.8	-998.8	-39.4	19.6	
236.1	-83.7	-5.0	-142.8	22.1	-1087.4	-64.0	22.1	
201.6	-81.3	-76.3	-73.9	68.8	-1163.7	-93.6	51.6	
167.2	-78.8	-54.2	-5.0	83.6	-1205.5	-123.1	-34.5	
152.4	-93.6	-49.3	66.3	56.5	-1161.2	-147.7	-128.0	
130.3	-86.2	-88.6	54.0	22.1	-1104.6	-179.7	-147.7	
113.1	-78.8	-108.3	-162.4	-24.7	-1094.8	-248.5	-34.5	
88.5	-78.8	-157.5	-174.7	-56.7	-1087.4	-292.8	-115.7	
44.2	-66.5	-155.1	2.4	-108.3	-1082.5	-369.1	-128.0	
22.1	-56.7	-142.8	29.4	-125.5	-1053.0	-460.1	-147.7	
-14.8	-59.1	-147.7	39.3	-103.4	-981.6	-529.0	-51.7	
-46.8	-41.9	-123.1	49.1	-0.1	-989.0	-612.6	-231.3	
-69.0	-39.4	-83.7	-115.7	2.4	-981.6	-674.1	-236.2	
-83.7	-34.5	-64.0	-211.6	135.2	-969.3	-730.7	49.1	
-98.5	-12.4	-69.0	-110.8	157.4	-952.1	-809.4	398.4	
-137.8	-17.3	-54.2	-37.0	-14.8	-974.2	-866.0	295.1	
-147.7	2.4	19.6	17.1	-32.1	-957.0	-917.7	-113.2	
-184.6	4.8	66.3	17.1	-115.7	-922.6	-969.3	-376.5	
-199.3	12.2	83.6	24.5	-93.6	-873.4	-1045.6	-96.0	
-204.3	27.0	73.7	-0.1	-216.6	-861.1	-1087.4	186.9	
-219.0	31.9	71.3	-2.5	-164.9	-883.2	-1168.6	253.3	
-255.9	34.4	51.6	-71.4	-137.8	-915.2	-1281.7	196.7	
-280.5	54.0	-2.5	-83.7	41.7	-917.7	-1397.4	115.5	
-290.4	46.7	-51.7	-61.6	213.9	-885.7	-1510.5	68.8	
-317.4	51.6	-66.5	-66.5	209.0	-787.3	-1599.1	49.1	
-344.5	56.5	-51.7	-34.5	66.3	-661.8	-1552.3	34.4	
-356.8	51.6	-46.8	-5.0	76.2	-531.4	-1311.3	-7.5	
-369.1	59.0	-49.3	-12.4	-81.3	-346.9	-952.1	9.8	
-369.1	61.4	-66.5	-7.5	-285.4	-206.7	-605.2	2.4	
-388.8	59.0	-147.7	-14.8	-78.8	-76.3	-290.4	-54.2	
-398.6	56.5	-125.5	-110.8	-2.5	14.7	22.1	4.8	
-418.3	68.8	-125.5	-17.3	-147.7	137.7	270.5	27.0	
-425.7	54.0	-81.3	-37.0	-19.8	265.6	469.8	-9.9	
-423.2	61.4	-14.8	-7.5	22.1	383.7	590.3	-204.3	
-408.4	56.5	14.7	34.4	-34.5	499.3	683.8	-169.8	
-430.6	54.0	63.9	34.4	-91.1	619.8	747.8	-17.3	
-425.7	56.5	83.6	44.2	46.7	701.0	779.7	34.4	
-423.2	46.7	103.2	41.7	63.9	757.6	814.2	24.5	
-415.8	34.4	115.5	59.0	-32.1	821.6	824.0	12.2	
-408.4	46.7	78.6	61.4	-118.2	875.7	797.0	31.9	
-423.2	44.2	36.8	2.4	83.6	939.6	760.1	41.7	
-440.4	39.3	24.5	-93.6	-37.0	959.3	698.6	51.6	
-469.9	41.7	-0.1	-96.0	-243.6	956.9	619.8	44.2	
-504.4	44.2	-14.8	9.8	-238.7	956.9	560.8	-19.8	
-529.0	51.6	-29.6	19.6	-76.3	860.9	487.0	27.0	
-531.4	46.7	-29.6	-19.8	12.2	769.9	408.3	-19.8	
-548.7	49.1	-46.8	-113.2	-93.6	674.0	354.2	-61.6	
-551.1	46.7	-69.0	-162.4	130.3	592.8	437.8	-41.9	
-398.6	36.8	-98.5	-147.7	140.1	541.1	516.5	-39.4	
-255.9	41.7	-81.3	-24.7	-115.7	459.9	575.6	-46.8	
-128.0	46.7	-39.4	-27.1	182.0	391.1	582.9	-37.0	
2.4	34.4	-27.1	-9.9	236.1	368.9	580.5	-2.5	
95.9	31.9	-17.3	59.0	275.4	388.6	565.7	-22.2	
169.7	17.1	-7.5	-2.5	115.5	300.0	565.7	-27.1	
213.9	12.2	24.5	-9.9	24.5	216.4	568.2	-14.8	
231.2	9.8	19.6	-147.7	24.5	159.8	553.4	-5.0	
233.6	-27.1	31.9	-115.7	-7.5	73.7	551.0	-0.1	
191.8	-14.8	22.1	12.2	-91.1	-29.6	541.1	-9.9	
150.0	-22.2	63.9	-7.5	-81.3	-108.3	528.8	-24.7	
105.7	-9.9	127.8	-64.0	-108.3	-150.1	516.5	-32.1	
49.1	9.8	110.6	-98.5	-204.3	-179.7	472.2	-24.7	
9.8	29.4	56.5	-61.6	-179.7	-226.4	457.5	-27.1	
-5.0	39.3	39.3	-44.4	-105.9	-270.7	440.3	-19.8	
9.8	63.9	-2.5	-49.3	226.2	-339.6	400.9	-39.4	
81.1	95.9	9.8	-37.0	277.9	-420.7	410.7	-37.0	
88.5	110.6	-29.6	-44.4	-194.4	-516.7	391.1	-29.6	
93.4	132.8	-29.6	-12.4	-504.4	-615.1	366.5	-24.7	
90.9	159.8	-56.7	-17.3	-575.7	-693.8	359.1	-22.2	
71.3	196.7	-192.0	-17.3	-275.6	-782.4	341.9	-24.7	
54.0	213.9	-135.4	-37.0	120.5	-870.9	324.6	-24.7	
22.1	221.3	-76.3	-24.7	213.9	-954.6	332.0	-29.6	
-51.7	248.4	-39.4	22.1	120.5	-1013.6	300.0	-29.6	
-108.3	245.9	-24.7	51.6	204.1	-1087.4	275.4	-39.4	
-100.9	248.4	44.2	46.7	383.7	-1131.7	263.1	-39.4	
-71.4	263.1	56.5	-7.5	312.3	-1198.1	248.4	-44.4	
-34.5	263.1	-56.7	-9.9	167.2	-1247.3	226.2	-39.4	
-14.8	265.6	9.8	-17.3	27.0	-1259.6	216.4	-29.6	
9.8	282.8	12.2	-46.8	-51.7	-1244.8	191.8	-32.1	
54.0	280.4	29.4	-32.1	-228.9	-1259.6	159.8	-34.5	
86.0	287.7	71.3	-12.4	-307.6	-1237.5	122.9	-32.1	
113.1	287.7	56.5	31.9	-273.1	-1247.3	98.3	-37.0	
81.1	300.0	-5.0	61.4	-54.2	-1205.5	68.8	-34.5	
2.4	319.7	-24.7	39.3	150.0	-1173.5	54.0	-32.1	
-34.5	327.1	-51.7	41.7	393.5	-1146.4	44.2	-37.0	
-59.1	339.4	-66.5	-7.5	634.6	-1092.3	31.9	-32.1	
-78.8	349.2	-71.4	-22.2	135.2	-1043.1	29.4	-29.6	
-96.0	361.5	-56.7	-56.7	-354.3	-991.5	36.8	-34.5	
-142.8	373.8	-41.9	-76.3	-344.5	-966.9	27.0	-29.6	
-147.7	381.2	-76.3	-24.7	-455.2	-961.9	41.7	-34.5	
-118.2	388.6	-105.9	22.1	-615.1	-954.6	54.0	-29.6	
-118.2	376.3	-81.3	19.6	-533.9	-917.7	73.7	-34.5	
-125.5	364.0	-59.1	54.0	-425.7	-863.5	100.8	-39.4	
-192.0	351.7	-27.1	95.9	-9.9	-799.6	118.0	-39.4	
-157.5	344.3	-0.1	105.7	612.5	-607.7	150.0	-29.6	
-83.7	314.8	-34.5	59.0	868.3	-371.5	182.0	-27.1	
